,a_true,a_estimate,lambda_true,lambda_estimate,delta_true,delta_estimate,sigma_true,sigma_estimate,ndt_true,ndt_estimate,mu_z,std_z,corr,sig_to_var
0,3.0373069252095255,3.5329205738073863,0.9962185962472185,1.0716592861894572,2.4755707291377522,2.4793135313982817,0.5086256072006885,0.48760298417560966,0.5599053339933503,0.5199053387437199,1.8404115232011709,0.4875624651109609,ndt,1.0000831053814603
1,2.708445017752696,2.5229244173056316,1.10121572326228,1.020331216571172,0.37022825229117673,0.3740716218545067,0.23879377887691391,0.2535254801035655,0.3414595716083122,0.33163742649903255,2.806677471551812,0.25351102915525703,ndt,1.0000570032331795
2,3.9975951603848117,4.0,1.552121599592742,1.5219791153659579,1.0225349099416394,1.0006744531961518,0.12938547720453725,0.1288692374524055,0.45792763769084166,0.4673830467312831,2.298930904140143,0.12886176782122546,ndt,1.0000579662323925
3,1.8521420420003953,1.9601319913905637,0.4353096317532126,0.41546843650686904,1.4682294401572455,1.4963442433763419,0.10678084774019993,0.10481611608891714,0.15975222718364238,0.16140973814160398,2.6906807615791704,0.104815951491246,ndt,1.0000015703494438
4,3.2760062507294654,3.1013595953731716,0.8787295483308442,0.8117800720888606,2.02252161921247,2.1839849303015244,0.7455044088958371,0.7450051515219844,0.7531619460829014,0.8011620097890803,2.389392090922778,0.7450053722932395,ndt,0.9999997036648818
5,2.976871412744462,1.8617889864158668,0.8487900458756404,0.6141243343607617,0.3849333503352004,0.394216986476084,0.4374250421422345,1.611016055267256,0.7975468281848852,1.0,2.546952425366586,0.4403309745195576,noise,3.6586480363436293
6,2.668426287644992,2.6297402141054875,0.5910789875895234,0.5917718532258642,0.49743045607129877,0.46764852020191033,0.07700009109907263,0.07769184243546014,0.8860319286249502,0.8931796780264296,2.1824731096257315,0.07769180653612977,ndt,1.0000004620735696
7,2.3339062671408666,1.9840381286778295,0.9667388965532203,0.8735519622215419,1.833608443226845,1.8266039484007617,0.8340660316773001,0.8431556621877455,0.7867523498846167,0.829671314974344,1.620835499840329,0.8430723324374203,ndt,1.000098840570517
8,2.6561163106316137,2.882020368140412,0.9142554076403624,0.8551592794603708,2.7546922597317107,2.881144094781609,0.4567151479436548,0.45340420947915533,0.19170219845521572,0.183702190481464,2.4180777372356226,0.4533990944702665,ndt,1.0000112814713378
9,3.9039700970321567,3.874003439637205,0.4235591433405665,0.4367048536482011,2.94758731867907,2.9999716312246516,0.5413552903052586,0.5266906858235766,0.6503980562864163,0.6803981634367573,2.470514891375252,0.5266701872821319,ndt,1.0000389210210483
